epoch,train_g_loss,train_pd_loss,train_g_error
56,1.0774220831645942,0.14881254591078616,1.8130783459661417
57,1.068396702809857,0.15102719883174168,1.7832531049138023
58,1.0638210352656758,0.1489098905980988,1.77757002441039
59,1.048612998509259,0.1398727779284382,1.7223344593314651
60,1.0518475225499946,0.15190454329485478,1.7354828746175668
61,1.0400192031702393,0.14475090053765485,1.694682116710868
62,1.0383269983048764,0.14623119101876983,1.6854176545982282
63,1.0249013354072414,0.15444588240459717,1.6339711274172701
64,1.029259751548925,0.1444899393843321,1.6609231579130974
65,1.018049961538295,0.14412567161089176,1.60871934742661
66,1.0170316717145853,0.140154630975416,1.6219639553539995
67,1.0040848150263169,0.14177689110324188,1.577254881769974
68,1.0100193897389478,0.14037434397917048,1.5938269700816452
69,0.9968706138632559,0.1516995238656984,1.5625587769670268
70,0.9921597115248133,0.14315941786358816,1.553945022710362
71,0.984108917584824,0.14258962272865,1.519295745014404
72,0.9826063732182757,0.1381159105837561,1.5092157843690481
73,0.9775975196011072,0.13721281731420237,1.4962229736103034
74,0.9742784513696627,0.13677410046737756,1.485979407840634
75,0.970697848199564,0.13287053460652476,1.4787843527260773
76,0.9566905568845524,0.13771678677588453,1.431421904953864
77,0.9640282040797405,0.13363707786152143,1.4553100543239348
78,0.9486992829334662,0.14224512018764673,1.4179411943901647
79,0.9468319502429686,0.13796880206297582,1.4030986510942194
80,0.9447655851796547,0.1378910263718779,1.3960152702795545
81,0.9409588379149111,0.1320598970377513,1.3826596403714293
82,0.9348037999362432,0.12207844940941649,1.367841322969946
83,0.9275227097744281,0.13229484169302397,1.3484043951607145
84,0.9218566831101048,0.13103797716159937,1.3300299498852242
85,0.9239378019889689,0.12521907910858868,1.3343679986385084
86,0.9169932440941378,0.13217463474682153,1.3155756738368523
87,0.9166160344337084,0.11883467714655103,1.314247573014372
88,0.9176279384156932,0.1171035682454736,1.314405512118685
89,0.9212553109935105,0.11504990922568624,1.3313854568740102
90,0.915497010415632,0.1285564537173596,1.3052503111199563
91,0.9121647266127308,0.11662077643825647,1.2921595253806184
92,0.9063518063375422,0.12572030679324708,1.2916975498939893
93,0.8904364563169933,0.11606433970649296,1.2378457995675365
94,0.8883763330816976,0.11510995742874548,1.235803493061421
95,0.8819245731855277,0.11112256384768965,1.2207599853630144
96,0.883411579373954,0.11266132387839736,1.2217634101832135
97,0.870476444068656,0.11663881978155047,1.1825227906491693
98,0.8728788307488088,0.11494150633420448,1.1936464719397188
99,0.8594283128377074,0.11197287762849968,1.1522132617346248
100,0.8650844858546681,0.11109118889940144,1.1740380820527088
101,0.8550643212553384,0.10740920166074304,1.1417874832084214
102,0.8611752980737706,0.10809954200479863,1.1612972482637836
103,0.858093175828827,0.11808392460270944,1.1562935287907998
104,0.8529534284372507,0.10286622946815831,1.1467420205813263
105,0.8417192074329463,0.10454089182774164,1.112354514638336
106,0.842011140740436,0.1026812394305786,1.1130630159229966
107,0.8350389604736312,0.10854679130897019,1.090892459541621
108,0.8345527656330085,0.1066305479266166,1.0884081135131805
109,0.8329534517065091,0.10237459902792367,1.0926616829868183
110,0.8209135868040918,0.10173727210233177,1.0572721080750411
111,0.8260476201710988,0.10630010676186524,1.073306099104832
112,0.8186026590704671,0.10312080244277266,1.055222617419857
113,0.8160389174338947,0.1017642654439986,1.0409931575042615
114,0.8060393292711389,0.10097327915562113,1.0138012618752
115,0.8121557633082072,0.09851349364603652,1.0324902813380303
